Lipid_ID	Lipid_Name	Lipid_Name_Tot	Lipid_Name_LION	Lipid_Class	FA_1	FA_2	Sat_status_FA1	Sat_status_FA2	FA_status_FA1	FA_status_FA2	Unsat_position_FA1	Unsat_position_FA2	HMDB_ID	KEGG_ID	LION_ID	cellular_component	Function	Total_Carb	Total_Unsat	Carbon_numb_FA1	Carbon_numb_FA2	Unsat_numb_FA1	Unsat_numb_FA2	PhysicoChemical	PathwaysKegg
LPS.22.5. 	LPS(22:5) 	LPS(22:5)	PS(22:5/0:0)	LPS	(22:5)		PUFA		Even		omega_3				LION:0001652	plasma membrane	"membrane component;lipid-mediated signalling"	22	5	22	NA	5	NA	"glycerophospholipids [GP];glycerophosphoserines [GP03];monoacylglycerophosphoserines [GP0305];lysoglycerophospholipids;headgroup with negative charge;positive intrinsic curvature;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with more than 18 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons"	NA
LPS.22.6. 	LPS(22:6) 	LPS(22:6)	PS(22:6/0:0)	LPS	(22:6)		PUFA		Even		omega_3				LION:0001653	plasma membrane	"membrane component;lipid-mediated signalling"	22	6	22	NA	6	NA	"glycerophospholipids [GP];glycerophosphoserines [GP03];monoacylglycerophosphoserines [GP0305];lysoglycerophospholipids;headgroup with negative charge;positive intrinsic curvature;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with more than 5 double bonds;fatty acid with 6 double bonds;fatty acid with more than 18 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons"	NA
PA.14.0.14.0.	PA(14:0_14:0)	PA(28:0)	PA(14:0/14:0)	PA	(14:0)	(14:0)	SFA	SFA	Even	Even					LION:0013381		"lipid-mediated signalling;membrane component"	28	0	14	14	0	0	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 14 carbons;average lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PA.14.0.18.1.	PA(14:0_18:1)	PA(32:1)	PA(14:0/18:1)	PA	(14:0)	(18:1)	SFA	MUFA	Even	Even					LION:0003338		"lipid-mediated signalling;membrane component"	32	1	14	18	0	1	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;average lateral diffusion;average bilayer thickness"	NA
PA.14.0.18.2.	PA(14:0_18:2)	PA(32:2)	PA(14:0/18:2)	PA	(14:0)	(18:2)	SFA	PUFA	Even	Even		omega_6			LION:0080885		"lipid-mediated signalling;membrane component"	32	2	14	18	0	2	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;above average lateral diffusion;high lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PA.14.0.18.3.	PA(14:0_18:3)	PA(32:3)	PA(14:0/18:3)	PA	(14:0)	(18:3)	SFA	PUFA	Even	Even		omega_3			LION:0003336		"lipid-mediated signalling;membrane component"	32	3	14	18	0	3	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;above average lateral diffusion;very high lateral diffusion;below average bilayer thickness;very low bilayer thickness"	NA
PA.14.0.20.1.	PA(14:0_20:1)	PA(34:1)	PA(14:0/20:1)	PA	(14:0)	(20:1)	SFA	MUFA	Even	Even					LION:0004072		"lipid-mediated signalling;membrane component"	34	1	14	20	0	1	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PA.14.0.20.2.	PA(14:0_20:2)	PA(34:2)	PA(14:0/20:2)	PA	(14:0)	(20:2)	SFA	PUFA	Even	Even					LION:0004068		"lipid-mediated signalling;membrane component"	34	2	14	20	0	2	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;average lateral diffusion;average bilayer thickness"	NA
PA.14.0.20.3.	PA(14:0_20:3)	PA(34:3)	PA(14:0/20:3)	PA	(14:0)	(20:3)	SFA	PUFA	Even	Even		omega_6			LION:0080888		"lipid-mediated signalling;membrane component"	34	3	14	20	0	3	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;above average lateral diffusion;high lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PA.14.0.20.4.	PA(14:0_20:4)	PA(34:4)	PA(14:0/20:4)	PA	(14:0)	(20:4)	SFA	PUFA	Even	Even		omega_6			LION:0003344		"lipid-mediated signalling;membrane component"	34	4	14	20	0	4	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;above average lateral diffusion;very high lateral diffusion;below average bilayer thickness;very low bilayer thickness"	NA
PA.14.0.20.5.	PA(14:0_20:5)	PA(34:5)	PA(14:0/20:5)	PA	(14:0)	(20:5)	SFA	PUFA	Even	Even		omega_3			LION:0003342		"lipid-mediated signalling;membrane component"	34	5	14	20	0	5	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;above average lateral diffusion;very high lateral diffusion;below average bilayer thickness;very low bilayer thickness"	NA
PA.14.0.22.4.	PA(14:0_22:4)	PA(36:4)	PA(14:0/22:4)	PA	(14:0)	(22:4)	SFA	PUFA	Even	Even		omega_6			LION:0080892		"lipid-mediated signalling;membrane component"	36	4	14	22	0	4	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;above average lateral diffusion;high lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PA.14.0.22.5.	PA(14:0_22:5)	PA(36:5)	PA(14:0/22:5)	PA	(14:0)	(22:5)	SFA	PUFA	Even	Even		omega_3			LION:0080898		"lipid-mediated signalling;membrane component"	36	5	14	22	0	5	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;above average lateral diffusion;very high lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PA.14.0.22.6.	PA(14:0_22:6)	PA(36:6)	PA(14:0/22:6)	PA	(14:0)	(22:6)	SFA	PUFA	Even	Even		omega_3			LION:0080903		"lipid-mediated signalling;membrane component"	36	6	14	22	0	6	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with more than 5 double bonds;fatty acid with 6 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;above average lateral diffusion;very high lateral diffusion;below average bilayer thickness;very low bilayer thickness"	NA
PA.16.0.14.0.	PA(16:0_14:0)	PA(30:0)	PA(14:0/16:0)	PA	(16:0)	(14:0)	SFA	SFA	Even	Even					LION:0004048			30	0	16	14	0	0	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;very high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;average lateral diffusion;average bilayer thickness"	NA
PA.16.0.16.0.	PA(16:0_16:0)	PA(32:0)	PA(16:0/16:0)	PA	(16:0)	(16:0)	SFA	SFA	Even	Even					LION:0004066		"lipid-mediated signalling;membrane component"	32	0	16	16	0	0	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;very high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PA.16.0.16.1.	PA(16:0_16:1)	PA(32:1)	PA(16:0/16:1)	PA	(16:0)	(16:1)	SFA	MUFA	Even	Even					LION:0003339		"lipid-mediated signalling;membrane component"	32	1	16	16	0	1	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;average lateral diffusion;average bilayer thickness"	NA
PA.16.0.18.0.	PA(16:0_18:0)	PA(34:0)	PA(16:0/18:0)	PA	(16:0)	(18:0)	SFA	SFA	Even	Even					LION:0004077		"lipid-mediated signalling;membrane component"	34	0	16	18	0	0	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;very high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PA.16.0.18.1.	PA(16:0_18:1)	PA(34:1)	PA(16:0/18:1)	PA	(16:0)	(18:1)	SFA	MUFA	Even	Even					LION:0004073		"lipid-mediated signalling;membrane component"	34	1	16	18	0	1	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PA.16.0.18.2.	PA(16:0_18:2)	PA(34:2)	PA(16:0/18:2)	PA	(16:0)	(18:2)	SFA	PUFA	Even	Even		omega_6			LION:0004069		"lipid-mediated signalling;membrane component"	34	2	16	18	0	2	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons;average lateral diffusion;average bilayer thickness"	NA
PA.16.0.18.3.	PA(16:0_18:3)	PA(34:3)	PA(16:0/18:3)	PA	(16:0)	(18:3)	SFA	PUFA	Even	Even		omega_3			LION:0080889		"lipid-mediated signalling;membrane component"	34	3	16	18	0	3	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons;above average lateral diffusion;high lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PA.16.0.20.1.	PA(16:0_20:1)	PA(36:1)	PA(16:0/20:1)	PA	(16:0)	(20:1)	SFA	MUFA	Even	Even					LION:0004092		"lipid-mediated signalling;membrane component"	36	1	16	20	0	1	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PA.16.0.20.2.	PA(16:0_20:2)	PA(36:2)	PA(16:0/20:2)	PA	(16:0)	(20:2)	SFA	PUFA	Even	Even					LION:0004086		"lipid-mediated signalling;membrane component"	36	2	16	20	0	2	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;average lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PA.16.0.20.3.	PA(16:0_20:3)	PA(36:3)	PA(16:0/20:3)	PA	(16:0)	(20:3)	SFA	PUFA	Even	Even		omega_6			LION:0004080		"lipid-mediated signalling;membrane component"	36	3	16	20	0	3	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;above average lateral diffusion;high lateral diffusion;average bilayer thickness"	NA
PA.16.0.20.4.	PA(16:0_20:4)	PA(36:4)	PA(16:0/20:4)	PA	(16:0)	(20:4)	SFA	PUFA	Even	Even		omega_6			LION:0080893		"lipid-mediated signalling;membrane component"	36	4	16	20	0	4	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;above average lateral diffusion;high lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PA.16.0.20.5.	PA(16:0_20:5)	PA(36:5)	PA(16:0/20:5)	PA	(16:0)	(20:5)	SFA	PUFA	Even	Even		omega_3			LION:0080899		"lipid-mediated signalling;membrane component"	36	5	16	20	0	5	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;above average lateral diffusion;very high lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PA.16.0.22.4.	PA(16:0_22:4)	PA(38:4)	PA(16:0/22:4)	PA	(16:0)	(22:4)	SFA	PUFA	Even	Even		omega_6			LION:0004109		"lipid-mediated signalling;membrane component"	38	4	16	22	0	4	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;above average lateral diffusion;high lateral diffusion;average bilayer thickness"	NA
PA.16.0.22.5.	PA(16:0_22:5)	PA(38:5)	PA(16:0/22:5)	PA	(16:0)	(22:5)	SFA	PUFA	Even	Even		omega_3			LION:0004101		"lipid-mediated signalling;membrane component"	38	5	16	22	0	5	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;above average lateral diffusion;high lateral diffusion;very high lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PA.16.0.22.6.	PA(16:0_22:6)	PA(38:6)	PA(16:0/22:6)	PA	(16:0)	(22:6)	SFA	PUFA	Even	Even		omega_3			LION:0080908		"lipid-mediated signalling;membrane component"	38	6	16	22	0	6	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with more than 5 double bonds;fatty acid with 6 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;above average lateral diffusion;very high lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PA.18.0.14.0.	PA(18:0_14:0)	PA(32:0)	PA(14:0/18:0)	PA	(18:0)	(14:0)	SFA	SFA	Even	Even					LION:0004065			32	0	18	14	0	0	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;very high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PA.18.0.16.1.	PA(18:0_16:1)	PA(34:1)	PA(16:1/18:0)	PA	(18:0)	(16:1)	SFA	MUFA	Even	Even					LION:0004074			34	1	18	16	0	1	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PA.18.0.18.0.	PA(18:0_18:0)	PA(36:0)	PA(18:0/18:0)	PA	(18:0)	(18:0)	SFA	SFA	Even	Even					LION:0004098		"lipid-mediated signalling;membrane component"	36	0	18	18	0	0	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;very high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 18 carbons;below average lateral diffusion;very low lateral diffusion;above average bilayer thickness;very high bilayer thickness"	NA
PA.18.0.18.1.	PA(18:0_18:1)	PA(36:1)	PA(18:0/18:1)	PA	(18:0)	(18:1)	SFA	MUFA	Even	Even					LION:0004094		"lipid-mediated signalling;membrane component"	36	1	18	18	0	1	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 18 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PA.18.0.18.2.	PA(18:0_18:2)	PA(36:2)	PA(18:0/18:2)	PA	(18:0)	(18:2)	SFA	PUFA	Even	Even		omega_6			LION:0004088		"lipid-mediated signalling;membrane component"	36	2	18	18	0	2	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 18 carbons;average lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PA.18.0.18.3.	PA(18:0_18:3)	PA(36:3)	PA(18:0/18:3)	PA	(18:0)	(18:3)	SFA	PUFA	Even	Even		omega_3			LION:0004082		"lipid-mediated signalling;membrane component"	36	3	18	18	0	3	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 18 carbons;above average lateral diffusion;high lateral diffusion;average bilayer thickness"	NA
PA.18.0.20.0.	PA(18:0_20:0)	PA(38:0)	PA(18:0/20:0)	PA	(18:0)	(20:0)	SFA	SFA	Even	Even					LION:0013398		"lipid-mediated signalling;membrane component"	38	0	18	20	0	0	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;very high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;below average lateral diffusion;very low lateral diffusion;above average bilayer thickness;very high bilayer thickness"	NA
PA.18.0.20.1.	PA(18:0_20:1)	PA(38:1)	PA(18:0/20:1)	PA	(18:0)	(20:1)	SFA	MUFA	Even	Even					LION:0004134		"lipid-mediated signalling;membrane component"	38	1	18	20	0	1	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;below average lateral diffusion;very low lateral diffusion;above average bilayer thickness;very high bilayer thickness"	NA
PA.18.0.20.2.	PA(18:0_20:2)	PA(38:2)	PA(18:0/20:2)	PA	(18:0)	(20:2)	SFA	PUFA	Even	Even					LION:0004127		"lipid-mediated signalling;membrane component"	38	2	18	20	0	2	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PA.18.0.20.3.	PA(18:0_20:3)	PA(38:3)	PA(18:0/20:3)	PA	(18:0)	(20:3)	SFA	PUFA	Even	Even		omega_6			LION:0004119		"lipid-mediated signalling;membrane component"	38	3	18	20	0	3	"glycerophospholipids [GP];glycerophosphates [GP10];diacylglycerophosphates [GP1001];headgroup with negative charge;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;average lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
