Lipid_ID	Lipid_ID_LION	FA_comp	Insaturations	Saturation_Class	Lipid_Family	Lipid_Type	F_Old_3a	F_Old_3b	F_Old_4a	F_Old_4b	F_Young_1a	F_Young_1b	F_Young_2a	F_Young_2b	M_Old_3a	M_Old_3b	M_Old_4a	M_Old_4b	M_Young_1a	M_Young_1b	M_Young_2a	M_Young_2b
PC(16:0/18:2)	PC(16:0/18:2)	FA16:0,FA18:2	0	Saturated_FA	PC	Phospholipids	11.1376	12.8583	5.8794	13.1661	7.7176	5.6314	8.3157	7.5468	11.929	51.1921	29.266	12.8593	17.0861	15.7445	14.7798	13.9445
PC(16:0/20:2)	PC(16:0/20:2)	FA16:0,FA20:2	0	Saturated_FA	PC	Phospholipids	0.2944	0.3696	0.1493	0.3736	0.2048	0.145103314	0.2272	0.1629	0.2529	1.114	0.7594	0.2738	0.4742	0.3394	0.3565	0.3306
PC(16:0/20:3)	PC(16:0/20:3)	FA16:0,FA20:3	0	Saturated_FA	PC	Phospholipids	0.6148	0.5308	0.3974	0.9252	0.3648	0.3723	0.4923	0.4471	0.5661	2.7058	1.3517	0.6073	0.9111	0.6308	0.7047	0.7241
PC(16:0/20:4)	PC(16:0/20:4)	FA16:0,FA20:4	0	Saturated_FA	PC	Phospholipids	2.8946	3.7421	1.7605	5.4914	1.5879	1.3296	2.2239	1.833	2.5431	14.9588	6.1684	3.0278	3.7698	2.7653	2.312	1.9234
PC(18:0/16:1)	PC(18:0/16:1)	FA18:0,FA16:1	0	Saturated_FA	PC	Phospholipids	0.084905685	0.1848	0.0937	0.187	0.1642	0.066245353	0.101806072	0.1255	0.1666	0.8658	0.3514	0.1557	0.1858	0.1951	0.1523	0.1532
PC(18:0/18:0)	PC(18:0/18:0)	FA18:0,FA18:0	0	Saturated_FA	PC	Phospholipids	0.114150968	0.1305	0.051773677	0.1111	0.0727	0.096549489	0.091806725	0.0565	0.0764	0.2652	0.1563	0.0757	0.1198	0.1064	0.098132362	0.0889
PC(18:0/18:1)	PC(18:0/18:1)	FA18:0,FA18:1	0	Saturated_FA	PC	Phospholipids	2.1887	2.8279	1.7708	2.7112	1.716	1.3547	2.1756	2.0467	2.173	8.2301	3.8875	2.4107	2.3423	2.427	1.9803	2.4099
PC(18:0/18:2)	PC(18:0/18:2)	FA18:0,FA18:2	0	Saturated_FA	PC	Phospholipids	6.8349	8.4429	4.0381	8.5809	5.154	3.1559	6.1044	5.1927	5.6564	29.0916	15.4625	7.8935	10.0397	8.8925	8.0072	8.9945
PC(18:0/20:3)	PC(18:0/20:3)	FA18:0,FA20:3	0	Saturated_FA	PC	Phospholipids	0.3543	0.3827	0.3007	0.517	0.3166	0.3326	0.4837	0.3558	0.3341	1.3694	0.7057	0.4826	0.4963	0.4695	0.5109	0.4707
PC(18:0/20:4)	PC(18:0/20:4)	FA18:0,FA20:4	0	Saturated_FA	PC	Phospholipids	1.7386	2.4378	1.0296	3.3302	1.0365	0.7881	1.5138	1.2392	1.1796	7.4387	3.1937	1.7585	1.9234	1.8258	1.2779	1.2763
PC(18:1/16:1)	PC(18:1/16:1)	FA18:1,FA16:1	1	MUFA	PC	Phospholipids	0.5552	0.4764	0.3348	0.5012	0.3662	0.3008	0.3534	0.357	0.8062	2.558	1.0645	0.6558	0.6628	0.5138	0.4176	0.397
PC(18:1/18:1)	PC(18:1/18:1)	FA18:1,FA18:1	1	MUFA	PC	Phospholipids	1.5379	1.7388	1.1032	1.6692	1.2338	0.5956	1.0979	1.1453	2.3137	8.3841	3.5772	1.9081	1.5095	1.4843	1.26	1.3007
PC(18:1/18:2)	PC(18:1/18:2)	FA18:1,FA18:2	1	MUFA	PC	Phospholipids	4.2244	5.439	2.6749	5.2465	3.9472	1.9308	3.8173	3.0999	5.3525	24.4394	12.1197	6.4068	6.6384	5.5638	4.6315	5.5401
PC(18:1/20:3)	PC(18:1/20:3)	FA18:1,FA20:3	1	MUFA	PC	Phospholipids	0.12306954	0.1571	0.127	0.3091	0.027459759	0.159192729	0.144476236	0.1746	0.2285	1.0972	0.5302	0.2115	0.131724365	0.2068	0.2017	0.1676
PC(18:1/20:4)	PC(18:1/20:4)	FA18:1,FA20:4	1	MUFA	PC	Phospholipids	0.7707	0.9705	0.5375	1.4202	0.5999	0.3909	0.9403	0.5281	1.0418	5.0909	1.851	1.0297	1.2192	1.0317	0.5105	0.5726
PC(18:2/16:1)	PC(18:2/16:1)	FA18:2,FA16:1	2	PUFA	PC	Phospholipids	0.9756	1.0418	0.6452	0.9574	0.8123	0.4551	0.7651	0.8549	1.3387	4.6693	2.4495	1.1216	1.2768	1.2049	0.982	1.0592
PC(18:2/18:2)	PC(18:2/18:2)	FA18:2,FA18:2	2	PUFA	PC	Phospholipids	1.1532	1.5609	0.6389	1.3767	1.0524	0.6643	1.1169	0.9627	1.2717	6.4214	3.7442	1.7579	2.3536	2.2678	1.9947	2.0232
PC(18:2/20:2)	PC(18:2/20:2)	FA18:2,FA20:2	2	PUFA	PC	Phospholipids	0.121022678	0.2355	0.0928	0.1968	0.1203	0.096788909	0.2074	0.1949	0.156157635	0.9518	0.4947	0.2159	0.249	0.2878	0.2212	0.3056
PC(18:2/20:4)	PC(18:2/20:4)	FA18:2,FA20:4	2	PUFA	PC	Phospholipids	0.4198	0.6572	0.2532	0.8974	0.3166	0.2732	0.515	0.2723	0.4933	2.8302	1.3195	0.7093	0.9074	0.6627	0.5401	0.4314
PE(16:0/16:0)	PE(16:0/16:0)	FA16:0,FA16:0	0	Saturated_FA	PE	Phospholipids	0.0627	0.0403	0.044531149	0.0664	0.0273	0.0303	0.036	0.037	0.0374	0.1298	0.1467	0.0349	0.0586	0.0468	0.0718	0.0294
PE(16:0/18:1)	PE(16:0/18:1)	FA16:0,FA18:1	0	Saturated_FA	PE	Phospholipids	0.5486	0.4593	0.2467	0.613	0.2336	0.2522	0.2803	0.279	0.5308	2.0456	1.5735	0.49	0.5587	0.4344	0.6345	0.4323
PE(16:0/18:2)	PE(16:0/18:2)	FA16:0,FA18:2	0	Saturated_FA	PE	Phospholipids	1.0991	0.9549	0.4069	0.9948	0.6231	0.5043	0.6038	0.4854	0.8166	4.0203	3.1147	1.0139	1.4517	1.2397	1.5753	1.1657
PE(16:0/20:3)	PE(16:0/20:3)	FA16:0,FA20:3	0	Saturated_FA	PE	Phospholipids	0.1113	0.0786	0.0438	0.1423	0.0624	0.042961485	0.0543	0.051588265	0.0898	0.4564	0.3319	0.1019	0.1752	0.1183	0.1722	0.0891
PE(16:0/20:4)	PE(16:0/20:4)	FA16:0,FA20:4	0	Saturated_FA	PE	Phospholipids	0.9441	0.7475	0.4051	1.0514	0.4105	0.5372	0.5529	0.5525	0.9258	5.0629	2.203	0.8079	1.3955	0.8585	1.0162	0.6134
PE(16:0/22:6)	PE(16:0/22:6)	FA16:0,FA22:6	0	Saturated_FA	PE	Phospholipids	0.7634	0.6644	0.3627	0.8727	0.1842	0.04907729	0.033381951	0.3116	0.593	2.1876	1.1	0.347	1.0395	0.3825	0.08557122	0.03600053
PE(18:0/18:0)	PE(18:0/18:0)	FA18:0,FA18:0	0	Saturated_FA	PE	Phospholipids	0.153	0.2482	0.0944	0.2134	0.1266	0.0686	0.1098	0.1205	0.2801	1.1494	0.3638	0.2412	0.2534	0.2412	0.1863	0.2141
PE(18:0/18:1)	PE(18:0/18:1)	FA18:0,FA18:1	0	Saturated_FA	PE	Phospholipids	1.6013	1.7033	0.9007	1.7399	1.0839	0.7454	1.0563	1.0561	2.0843	7.1627	4.0155	1.7141	1.6446	1.7235	1.7249	1.5037
PE(18:0/18:2)	PE(18:0/18:2)	FA18:0,FA18:2	0	Saturated_FA	PE	Phospholipids	6.2468	6.6375	3.123	5.9129	4.1206	3.1294	4.4139	3.8527	6.4214	27.7974	15.5653	6.691	8.1394	8.7029	7.6511	8.0137
PE(18:0/20:2)	PE(18:0/20:2)	FA18:0,FA20:2	0	Saturated_FA	PE	Phospholipids	0.1191	0.1529	0.0737	0.1095	0.1336	0.0661	0.1029	0.0749	0.1091	0.6051	0.292	0.1541	0.1914	0.2515	0.1693	0.2137
PE(18:0/20:3)	PE(18:0/20:3)	FA18:0,FA20:3	0	Saturated_FA	PE	Phospholipids	0.7992	1.015	0.549	1.2502	0.7985	0.4747	0.6994	0.6265	1.1596	5.3601	2.5075	1.2764	1.371	1.2814	1.1429	1.1482
PE(18:0/20:4)	PE(18:0/20:4)	FA18:0,FA20:4	0	Saturated_FA	PE	Phospholipids	9.0479	10.3188	4.555	10.6353	6.48	3.8156	7.2154	5.5098	10.097	45.0146	19.0282	9.5553	10.0516	9.7247	8.609	7.9863
PE(18:0/22:4)	PE(18:0/22:4)	FA18:0,FA22:4	0	Saturated_FA	PE	Phospholipids	0.2536	0.5246	0.1817	0.2638	0.3219	0.0903	0.2338	0.3049	0.4561	2.1173	0.4141	0.4033	0.3184	0.3773	0.2006	0.3606
PE(18:0/22:5)	PE(18:0/22:5)	FA18:0,FA22:5	0	Saturated_FA	PE	Phospholipids	0.056344042	0.3155	0.2487	0.483	0.2215	0.049272231	0.2241	0.2478	0.3773	1.5828	0.8743	0.3664	0.5613	0.37	0.066612958	0.3789
PE(18:0/22:6)	PE(18:0/22:6)	FA18:0,FA22:6	0	Saturated_FA	PE	Phospholipids	0.7786	0.9995	0.3995	1.1714	0.3266	0.2761	0.5935	0.4276	0.814	4.4096	1.9636	0.7497	1.1708	0.8489	0.8065	0.772
PE(18:1/16:1)	PE(18:1/16:1)	FA18:1,FA16:1	1	MUFA	PE	Phospholipids	0.211	0.1846	0.0977	0.1949	0.1171	0.1005	0.1286	0.1309	0.2908	0.8922	0.4515	0.2048	0.1795	0.2098	0.241	0.1618
PE(18:1/18:1)	PE(18:1/18:1)	FA18:1,FA18:1	1	MUFA	PE	Phospholipids	0.2544	0.2304	0.1689	0.2363	0.1683	0.1201	0.1747	0.1736	0.3881	1.355	0.6978	0.3163	0.258	0.2458	0.2421	0.2198
PE(18:1/18:2)	PE(18:1/18:2)	FA18:1,FA18:2	1	MUFA	PE	Phospholipids	0.8049	0.9122	0.4584	0.9016	0.5891	0.472	0.7147	0.6175	1.1015	4.7816	2.4893	1.1246	1.4938	1.2388	1.0951	0.9657
PE(18:1/20:3)	PE(18:1/20:3)	FA18:1,FA20:3	1	MUFA	PE	Phospholipids	0.0947	0.1086	0.0508	0.1185	0.0622	0.058	0.0718	0.0748	0.1089	0.7229	0.3398	0.1261	0.192	0.1462	0.0983	0.1112
PE(18:1/20:4)	PE(18:1/20:4)	FA18:1,FA20:4	1	MUFA	PE	Phospholipids	1.0157	1.1086	0.5806	0.9926	0.5764	0.5124	0.7986	0.7574	1.7167	6.5192	2.4186	1.2772	1.8359	1.1237	0.9901	0.829
PE(18:1/22:6)	PE(18:1/22:6)	FA18:1,FA22:6	1	MUFA	PE	Phospholipids	0.043343071	0.3666	0.295	0.4805	0.1732	0.052659507	0.3682	0.2931	0.6737	1.9923	0.122605051	0.3285	1.0578	0.3237	0.041342096	0.2113
PE(18:2/16:1)	PE(18:2/16:1)	FA18:2,FA16:1	2	PUFA	PE	Phospholipids	0.6564	0.6517	0.2803	0.572	0.4254	0.3425	0.4862	0.3511	0.6937	2.9843	1.56	0.7238	0.8811	0.901	0.8718	0.6941
PE(18:2/18:2)	PE(18:2/18:2)	FA18:2,FA18:2	2	PUFA	PE	Phospholipids	0.1924	0.2135	0.0983	0.2103	0.1241	0.082	0.1572	0.1172	0.1892	0.9391	0.4947	0.2209	0.3719	0.2719	0.2707	0.2294
PE(18:2/20:4)	PE(18:2/20:4)	FA18:2,FA20:4	2	PUFA	PE	Phospholipids	0.2778	0.3138	0.1489	0.3055	0.1684	0.1019	0.2524	0.177	0.3333	1.4124	0.6041	0.2968	0.352	0.354	0.305	0.1751
PE(O-16:0/16:0)	PE(O-16:0/16:0)	FA16:0,FA16:0	0	Saturated_FA	PE	Phospholipids	0.252	0.2529	0.11	0.3255	0.1757	0.1636	0.1924	0.1461	0.3139	1.0993	0.9056	0.2784	0.3579	0.3329	0.4938	0.2866
PE(O-16:0/18:1)	PE(O-16:0/18:1)	FA16:0,FA18:1	0	Saturated_FA	PE	Phospholipids	1.0023	0.9766	0.4558	1.0746	0.5574	0.5128	0.5752	0.5931	1.2235	4.507	2.8138	0.9011	1.0237	0.8927	1.236	0.8001
PE(O-16:0/18:2)	PE(O-16:0/18:2)	FA16:0,FA18:2	0	Saturated_FA	PE	Phospholipids	2.3044	1.9927	0.9385	2.19	1.2019	1.1747	1.3159	1.2582	2.2148	9.5166	5.6013	1.9033	2.7601	2.677	3.2373	2.5343
PE(O-16:0/20:2)	PE(O-16:0/20:2)	FA16:0,FA20:2	0	Saturated_FA	PE	Phospholipids	0.0891	0.1043	0.073285546	0.1189	0.083	0.0603	0.0753	0.0697	0.1209	0.4381	0.2373	0.0923	0.1673	0.1345	0.1193	0.1373
PE(O-16:0/20:3)	PE(O-16:0/20:3)	FA16:0,FA20:3	0	Saturated_FA	PE	Phospholipids	0.2032	0.1664	0.0802	0.2665	0.1407	0.1386	0.0935	0.1126	0.2025	1.0149	0.6199	0.163	0.2423	0.2608	0.3281	0.2003
PE(O-16:0/20:4)	PE(O-16:0/20:4)	FA16:0,FA20:4	0	Saturated_FA	PE	Phospholipids	1.975	1.8113	0.8406	2.378	1.2127	0.9259	0.9512	1.241	2.1742	8.6941	5.025	1.6323	1.8094	1.8126	2.5625	1.5462
PE(O-16:0/22:4)	PE(O-16:0/22:4)	FA16:0,FA22:4	0	Saturated_FA	PE	Phospholipids	0.4796	0.6034	0.3282	0.501	0.408	0.1645	0.2457	0.3852	0.6773	2.589	0.6575	0.35	0.3396	0.4634	0.3018	0.2701
PE(O-16:0/22:5)	PE(O-16:0/22:5)	FA16:0,FA22:5	0	Saturated_FA	PE	Phospholipids	0.068460556	0.2643	0.193	0.5096	0.1382	0.038566675	0.036191852	0.1807	0.3152	1.0007	0.8164	0.2115	0.2926	0.2489	0.130709974	0.2236
PE(O-16:0/22:6)	PE(O-16:0/22:6)	FA16:0,FA22:6	0	Saturated_FA	PE	Phospholipids	0.033756027	0.3527	0.024813194	0.6683	0.143	0.037976535	0.228	0.045133669	0.4351	1.3895	0.186240456	0.2259	0.3494	0.2992	0.4588	0.2937
PE(O-18:0/16:0)	PE(O-18:0/16:0)	FA18:0,FA16:0	0	Saturated_FA	PE	Phospholipids	1.3492	0.8277	0.3935	1.6364	0.5305	0.8178	0.4508	0.4593	0.7994	2.4678	3.5627	0.6583	0.6801	0.7712	1.8607	0.7011
PE(O-18:0/16:1)	PE(O-18:0/16:1)	FA18:0,FA16:1	0	Saturated_FA	PE	Phospholipids	0.1442	0.0627	0.045	0.1169	0.0426	0.0767	0.039050899	0.066135435	0.0899	0.2581	0.3453	0.0671	0.03760164	0.0619	0.1174	0.0517
PE(O-18:0/18:1)	PE(O-18:0/18:1)	FA18:0,FA18:1	0	Saturated_FA	PE	Phospholipids	1.2707	1.4323	0.6388	1.2042	0.7769	0.5793	0.7143	0.7734	1.637	4.977	2.5004	1.0793	0.9758	1.06	1.2563	1.0038
PE(O-18:0/18:2)	PE(O-18:0/18:2)	FA18:0,FA18:2	0	Saturated_FA	PE	Phospholipids	5.3245	5.13	2.1416	4.6921	2.6862	2.3776	2.6793	2.5769	4.5358	16.8336	9.4213	3.6918	4.3526	4.7926	5.1653	4.5578
PE(O-18:0/20:2)	PE(O-18:0/20:2)	FA18:0,FA20:2	0	Saturated_FA	PE	Phospholipids	0.058032869	0.0809	0.037080286	0.0479	0.0571	0.040478201	0.036403712	0.041547606	0.0538	0.2855	0.1656	0.0777	0.0883	0.1262	0.1081	0.096
PE(O-18:0/20:3)	PE(O-18:0/20:3)	FA18:0,FA20:3	0	Saturated_FA	PE	Phospholipids	0.2693	0.3043	0.1306	0.3489	0.2141	0.1396	0.1734	0.1823	0.2901	1.291	0.6637	0.2414	0.2811	0.2857	0.2946	0.252
PE(O-18:0/20:4)	PE(O-18:0/20:4)	FA18:0,FA20:4	0	Saturated_FA	PE	Phospholipids	4.2841	4.3289	1.7481	4.1088	2.3817	1.6887	2.3919	2.1262	3.7242	15.2407	6.7924	3.0388	3.0793	3.2616	3.6423	2.5441
PE(O-18:0/22:4)	PE(O-18:0/22:4)	FA18:0,FA22:4	0	Saturated_FA	PE	Phospholipids	0.1649	0.361	0.1641	0.1898	0.1959	0.048000167	0.1744	0.1984	0.2803	1.1437	0.3053	0.1655	0.1893	0.1941	0.1219	0.1582
PE(O-18:0/22:5)	PE(O-18:0/22:5)	FA18:0,FA22:5	0	Saturated_FA	PE	Phospholipids	0.067696737	0.2012	0.1381	0.2642	0.1402	0.031436368	0.063679963	0.1451	0.2	0.5955	0.5458	0.1682	0.1918	0.1399	0.02930215	0.1133
PE(O-18:0/22:6)	PE(O-18:0/22:6)	FA18:0,FA22:6	0	Saturated_FA	PE	Phospholipids	0.038274093	0.4983	0.209	0.5329	0.2499	0.032047083	0.3192	0.0861858	0.5754	1.8144	1.1	0.4106	0.4997	0.4153	0.4158	0.3765
PE(P-16:0/16:0)	PE(P-16:0/16:0)	FA16:0,FA16:0	0	Saturated_FA	PE	Phospholipids	0.5685	0.678	0.327	0.8101	0.4484	0.2709	0.3504	0.3407	0.7265	2.7004	1.9958	0.6189	0.7372	0.693	0.9013	0.6174
PE(P-16:0/16:1)	PE(P-16:0/16:1)	FA16:0,FA16:1	0	Saturated_FA	PE	Phospholipids	0.2602	0.2115	0.1143	0.2635	0.1403	0.1252	0.1056	0.1376	0.3192	0.9766	0.6414	0.1828	0.1927	0.1951	0.2775	0.1401
PE(P-16:0/18:0)	PE(P-16:0/18:0)	FA16:0,FA18:0	0	Saturated_FA	PE	Phospholipids	0.1308	0.1003	0.048	0.1169	0.042043023	0.034712066	0.0755	0.042704198	0.1458	0.5178	0.2828	0.1176	0.106	0.1309	0.1358	0.091
PE(P-16:0/18:1)	PE(P-16:0/18:1)	FA16:0,FA18:1	0	Saturated_FA	PE	Phospholipids	5.1215	5.612	2.4994	5.5724	3.0356	2.1161	2.6816	3.0308	6.9286	23.7154	11.5128	4.6539	4.4995	4.5202	5.4901	4.0079
PE(P-16:0/18:2)	PE(P-16:0/18:2)	FA16:0,FA18:2	0	Saturated_FA	PE	Phospholipids	15.5887	14.4136	6.7881	15.1259	8.858	7.1829	8.0854	8.0708	15.8732	68.1297	35.3587	13.1672	16.3499	17.0828	19.6489	14.5441
PE(P-16:0/18:3)	PE(P-16:0/18:3)	FA16:0,FA18:3	0	Saturated_FA	PE	Phospholipids	0.2273	0.166	0.0828	0.1665	0.0982	0.1002	0.041862084	0.039470784	0.1367	0.5349	0.3568	0.1324	0.1663	0.1529	0.1585	0.135
PE(P-16:0/20:2)	PE(P-16:0/20:2)	FA16:0,FA20:2	0	Saturated_FA	PE	Phospholipids	0.3296	0.5962	0.2506	0.4939	0.355	0.2224	0.362	0.339	0.5522	2.3558	1.1653	0.4689	0.7018	0.7321	0.6373	0.6833
PE(P-16:0/20:3)	PE(P-16:0/20:3)	FA16:0,FA20:3	0	Saturated_FA	PE	Phospholipids	1.3365	1.4171	0.6592	1.9082	1.0615	0.8003	0.6964	0.8943	1.6287	7.6628	4.3142	1.4795	1.8378	1.7668	2.0411	1.5107
PE(P-16:0/20:4)	PE(P-16:0/20:4)	FA16:0,FA20:4	0	Saturated_FA	PE	Phospholipids	19.5043	16.7437	7.3822	20.3958	10.944	7.7913	9.5122	10.0393	20.2455	81.4475	40.8764	14.9722	15.8865	16.1318	19.9632	12.7086
PE(P-16:0/20:5)	PE(P-16:0/20:5)	FA16:0,FA20:5	0	Saturated_FA	PE	Phospholipids	0.3488	0.3068	0.1717	0.3764	0.2495	0.024508268	0.056804692	0.1909	0.3091	1.7441	0.925	0.2667	0.2641	0.3407	0.4621	0.2565
PE(P-16:0/22:4)	PE(P-16:0/22:4)	FA16:0,FA22:4	0	Saturated_FA	PE	Phospholipids	1.0634	1.5375	0.7308	1.1539	0.9918	0.3217	0.8224	0.8951	1.6955	6.7743	1.7952	1.1085	1.1072	1.1373	0.5986	0.7877
PE(P-16:0/22:5)	PE(P-16:0/22:5)	FA16:0,FA22:5	0	Saturated_FA	PE	Phospholipids	0.13058004	0.925	0.6437	1.6999	0.6798	0.4717	0.4952	0.7584	1.1682	4.1821	3.2509	0.9984	1.1245	0.9161	0.157271693	0.8282
PE(P-16:0/22:6)	PE(P-16:0/22:6)	FA16:0,FA22:6	0	Saturated_FA	PE	Phospholipids	3.3802	2.9699	1.2088	4.0097	1.3485	1.1869	1.3126	1.0873	2.9649	11.2651	6.2	2.2013	2.6043	2.516	2.9355	2.2131
PE(P-18:0/16:0)	PE(P-18:0/16:0)	FA18:0,FA16:0	0	Saturated_FA	PE	Phospholipids	0.9483	1.1205	0.4977	1.263	0.6941	0.518	0.6735	0.687	1.2431	4.2377	3.1033	1.0277	1.0685	1.0275	1.3068	0.9265
PE(P-18:0/16:1)	PE(P-18:0/16:1)	FA18:0,FA16:1	0	Saturated_FA	PE	Phospholipids	0.252	0.2522	0.1058	0.2515	0.1266	0.0798	0.1088	0.1229	0.2917	0.9447	0.5883	0.2078	0.1917	0.175	0.2057	0.1344
PE(P-18:0/18:0)	PE(P-18:0/18:0)	FA18:0,FA18:0	0	Saturated_FA	PE	Phospholipids	0.112	0.1206	0.0458	0.0882	0.0666	0.029830449	0.054436133	0.0675	0.1263	0.4827	0.2098	0.0812	0.0816	0.0883	0.0735	0.0746
PE(P-18:0/18:1)	PE(P-18:0/18:1)	FA18:0,FA18:1	0	Saturated_FA	PE	Phospholipids	4.0489	5.3918	2.3642	3.9958	2.5589	1.4619	2.5163	2.452	5.3663	18.0391	7.5517	3.5905	3.2444	3.4749	3.0676	2.9397
PE(P-18:0/18:2)	PE(P-18:0/18:2)	FA18:0,FA18:2	0	Saturated_FA	PE	Phospholipids	18.0288	23.3137	9.1157	16.1172	10.9717	7.6737	10.9998	10.4837	18.8947	75.251	33.7453	15.0139	16.9048	19.1131	16.0038	15.8382
PE(P-18:0/18:3)	PE(P-18:0/18:3)	FA18:0,FA18:3	0	Saturated_FA	PE	Phospholipids	0.2443	0.2115	0.0851	0.1913	0.0902	0.029786538	0.1105	0.1216	0.1398	0.4974	0.3648	0.139	0.2209	0.164	0.1326	0.1392
PE(P-18:0/20:2)	PE(P-18:0/20:2)	FA18:0,FA20:2	0	Saturated_FA	PE	Phospholipids	0.1811	0.3314	0.1851	0.2027	0.2024	0.0961	0.1506	0.1508	0.2859	1.3287	0.4467	0.2213	0.3154	0.3211	0.21	0.3147
PE(P-18:0/20:3)	PE(P-18:0/20:3)	FA18:0,FA20:3	0	Saturated_FA	PE	Phospholipids	1.3377	1.8457	0.8707	1.5811	1.1363	0.6627	0.9321	1.024	1.7292	7.6596	3.3345	1.3657	1.7612	1.6764	1.4193	1.4482
PE(P-18:0/20:4)	PE(P-18:0/20:4)	FA18:0,FA20:4	0	Saturated_FA	PE	Phospholipids	23.1027	27.7071	10.6575	21.3864	14.3062	8.4245	14.0265	12.9934	24.1167	97.3546	37.7277	17.9489	17.9241	18.7618	17.4758	14.8096
PE(P-18:0/20:5)	PE(P-18:0/20:5)	FA18:0,FA20:5	0	Saturated_FA	PE	Phospholipids	0.5126	0.5841	0.2773	0.4936	0.2994	0.1844	0.2322	0.2495	0.5273	2.2655	0.9893	0.4103	0.332	0.3746	0.4165	0.4152
PE(P-18:0/22:4)	PE(P-18:0/22:4)	FA18:0,FA22:4	0	Saturated_FA	PE	Phospholipids	0.4449	0.9596	0.385	0.3853	0.5015	0.1135	0.4102	0.4361	0.9652	3.1376	0.555	0.4566	0.5094	0.4675	0.2251	0.3739
PE(P-18:0/22:5)	PE(P-18:0/22:5)	FA18:0,FA22:5	0	Saturated_FA	PE	Phospholipids	0.039588547	0.85	0.5201	1.0077	0.4803	0.3138	0.3867	0.5516	0.9258	2.8813	1.7438	0.6172	0.7656	0.6188	0.09098621	0.5383
PE(P-18:0/22:6)	PE(P-18:0/22:6)	FA18:0,FA22:6	0	Saturated_FA	PE	Phospholipids	2.2992	2.7924	1.1504	2.3586	1.2198	0.9443	1.4469	1.1138	3.1298	10.4957	4.0364	1.8755	2.5277	2.0885	1.7742	1.7255
PE(P-18:1/16:0)	PE(P-18:1/16:0)	FA18:1,FA16:0	1	MUFA	PE	Phospholipids	1.1277	1.3007	0.6504	1.5188	0.9439	0.644	0.8576	0.7961	1.8211	6.3598	4.0832	1.5018	1.3877	1.2946	1.6716	1.1374
PE(P-18:1/18:1)	PE(P-18:1/18:1)	FA18:1,FA18:1	1	MUFA	PE	Phospholipids	1.5743	1.6255	0.8732	1.5265	0.9338	0.5691	0.9925	0.9669	2.6809	7.6311	3.4485	1.4396	1.1297	1.245	1.3893	0.9627
PE(P-18:1/18:2)	PE(P-18:1/18:2)	FA18:1,FA18:2	1	MUFA	PE	Phospholipids	5.5437	5.4152	2.6035	4.6467	3.3544	2.0602	3.291	3.1944	7.3657	26.1778	11.4333	5.0557	4.9761	5.1926	5.1062	4.4902
PE(P-18:1/20:2)	PE(P-18:1/20:2)	FA18:1,FA20:2	1	MUFA	PE	Phospholipids	0.1352	0.1683	0.0689	0.106	0.1091	0.0522	0.029592268	0.1222	0.1572	0.7003	0.24	0.132	0.1495	0.1744	0.1213	0.148
PE(P-18:1/20:3)	PE(P-18:1/20:3)	FA18:1,FA20:3	1	MUFA	PE	Phospholipids	0.4217	0.4414	0.2279	0.4725	0.3281	0.1861	0.2542	0.2811	0.6282	2.4255	1.1283	0.4786	0.4878	0.4719	0.4369	0.3784
PE(P-18:1/20:4)	PE(P-18:1/20:4)	FA18:1,FA20:4	1	MUFA	PE	Phospholipids	7.1142	6.9277	3.3068	6.4488	4.4377	2.319	3.8604	3.8164	10.0076	34.0907	14.1741	6.3985	5.0267	5.5226	5.5654	4.2779
PE(P-18:1/22:4)	PE(P-18:1/22:4)	FA18:1,FA22:4	1	MUFA	PE	Phospholipids	0.2026	0.292	0.1527	0.241	0.1622	0.012113788	0.1011	0.123	0.3591	1.1848	0.2433	0.1776	0.1804	0.1586	0.049416866	0.1247
PE(P-18:1/22:5)	PE(P-18:1/22:5)	FA18:1,FA22:5	1	MUFA	PE	Phospholipids	0.059282655	0.2607	0.1945	0.3537	0.1815	0.022104544	0.1225	0.1901	0.3955	1.256	0.7294	0.241	0.2015	0.1869	0.053896013	0.1632
PE(P-18:1/22:6)	PE(P-18:1/22:6)	FA18:1,FA22:6	1	MUFA	PE	Phospholipids	1.3924	1.0883	0.5226	1.5724	0.5889	0.5315	0.6845	0.6365	1.5018	5.5062	2.2636	0.8927	1.0322	0.8824	0.9548	0.7503
PE(P-18:2/18:2)	PE(P-18:2/18:2)	FA18:2,FA18:2	2	PUFA	PE	Phospholipids	1.3665	1.3811	0.5998	1.3454	0.907	0.6704	0.9129	0.7804	1.5152	6.9184	3.6147	1.3426	1.6081	1.8781	2.0769	1.4294
PE(P-18:2/20:4)	PE(P-18:2/20:4)	FA18:2,FA20:4	2	PUFA	PE	Phospholipids	1.2957	1.3242	0.5566	1.5031	0.9232	0.5241	0.7471	0.6672	1.697	7.1966	3.2425	1.3241	1.1833	1.3396	1.7616	1.0498
SM(14:0)	SM(d18:1/14:0)	FA14:0	0	Saturated_FA	SM	Sphingolipids	0.2136	0.2743	0.228	0.2545	0.2053	0.1291	0.2173	0.2391	0.3021	0.721	0.423	0.2091	0.222	0.1975	0.2443	0.1742
SM(16:0)	SM(d18:1/16:0)	FA16:0	0	Saturated_FA	SM	Sphingolipids	42.8205	52.4499	25.9123	40.7107	35.0504	19.2429	31.0749	31.047	61.0145	203.2407	95.6562	48.4478	48.3322	52.3677	44.7815	40.8833
